code;product_name;brands;nutriscore_grade;nova_group;additives_found;additives_names;additives_risk_levels;ingredients_text
8414389019386;Chorizo asturiano;Juntamar;e;4;E250|E252;Nitrito sódico|Nitrato potásico;alto|alto;Carne de cerdo, tocino de cerdo, pimentón, sal, ajo, estabilizante (E451), potenciador del sabor (E621), conservador (E250, E252),
8414516079061;Salsa yogur;Florette;d;4;E171;Dióxido de titanio;alto;agua, aceite vegetal (girasol),azucar, yogurt en polvo 3.1%, sal, acidulantes (E270, E327, E260), yema de _huevo_ en polvo, almidon modificado de maiz (E1422), zumo de limon, _nata_ en polvo, estabilizante (E415), conservador (E202), eneldo, colorante (E171), antioxidante (E385)
8414516131240;Florette wraps;Florette;d;4;E250;Nitrito sódico;alto;Tortillas de harina de trigo multicereal (28%): harina de trigo, agua, aceite vegetal (aceite girasol alto oleico), estabilizantes (E422, E412), semillas de lino (0,5%), sal, corrector de acidez (E296), emulgente (E471), gasificante (E500), conservadores (E281, E202), aroma natural. Mezcla de hortal
8414606951178;Queso curazo;;unknown;;E252;Nitrato potásico;alto;Leche de Vaca, Cabra y Oveja, fermentos lácticos, cloruro cálcico, Lisozima (derivado del huevo), E252 cuajo y sal.
8414696014692;Flautas de bacon crispy y 3 quesos;Natur Easy;e;4;E250;Nitrito sódico;alto;Tortilla de _trigo_ 56% (harina de _trigo_ (contiene _gluten_) 56%, agua, aceite vegetal (girasol), estabilizantes (E422, E412, E466), sal, corrector de acidez (E296), emulgente (E471), gasificante (E500), dextrosa, sémola de arroz, conservadores (E281, E202), agente de tratamiento de la harina (E92
8414784090829;Back bacon;;unknown;;E250|E252;Nitrito sódico|Nitrato potásico;alto|alto;90% pork water salt glucose syrup preservatives e250 e252 antioxidants e301
8414807511843;Colorante alimentario;Consum;not-applicable;4;E102|E110;Tartrazina|Amarillo Ocaso FCF;alto|alto;Harina de maiz sal, colorantes (tartracina (E102), amarillo anaranjado S (E110)).
8414807519771;Pizza fresca jamón y queso al horno de piedra;Consum;d;4;E250;Nitrito sódico;alto;Guarnición (queso mozzarella 22% (_leche_ pasteurizada, sal, fermentos, cuajo, antioxidante (E330)), jamón cocido extra 20% (jamón de cerdo, agua, gelificante (E407), azúcar, estabilizante (E451i), sal, antioxidantes (E331ii, E316), conservadores (E250, E262i)), salsa de tomate (tomate, agua, aceite
8414807519795;Pizza fresca atún y bacon al horno de piedra;Consum;d;4;E250;Nitrito sódico;alto;Guarnición (queso mozzarella 22% (_leche_ pasteurizada, sal, fermentos, cuajo, antioxidante (E330)), salsa de tomate (tomate, agua, aceite de oliva, sal, azúcar, especias), bacon sabor ahumado 14.5% (panceta de cerdo, agua, estabilizantes (E451i, E450iii, E450v), sal, azúcar, antioxidantes (E316, E3
8414807525581;Pizza fresca barbacoa al horno de piedra;Consum;d;4;E250;Nitrito sódico;alto;Guarnición (queso mozzarella 22% (_leche_ pasteurizada, sal, fermentos, cuajo, antioxidante (E330)), salsa barbacoa 17.5% (agua, azúcar, tomate, vinagre de vino blanco, almidón modificado, sal, aromas, aroma de humo, extractos vegetales (_cebada_ (_gluten_)), estabilizante (E415), antioxidante (E330
8414807525598;Pizza fresca romana al horno de piedra;Consum;d;4;E250;Nitrito sódico;alto;Guarnición (queso mozzarella 20.5% (_leche_ pasteurizada, sal, fermentos, cuajo, antioxidantes (E330)), salsa de tomate (tomate, agua, aceite de oliva, sal, azúcar, especias), jamón cocido extra 12% (jamón de cerdo, agua, gelificante (E407), azúcar, estabilizante (E451i), sal, antioxidantes (E331iii
8414807531728;Ensalada de cangrejo;Consum;d;4;E171;Dióxido de titanio;alto;40% surimi (35% pescado blanco, agua, almidón (trigo (gluten)), proteína de huevo rehidratado en polvo, aceite de nabina, proteína de soja, azúcar, sal, potenciador del sabor (E621), colorantes (E120, E160c y E171), aroma), agua, aceite de nabina, azúcar, almidón maíz, yema de huevo de corral, 2% ca
8414807531742;Pizza fresca carbonara al horno de piedra;Consum;d;4;E250;Nitrito sódico;alto;Guarnición (queso mozzarella 18.6% (_leche_ pasteurizada, sal, fermentos, cuajo, antioxidante (E330)), salsa carbonara 14% (agua, proteínas de la _leche_, _nata_, sal, estabilizante (E415), conservador (E202)), bacon sabor ahumado 14.1% (panceta de cerdo, agua, estabilizantes (E451i, E450iii, E450v)
8414807551917;Carbonara;Consum;c;4;E250;Nitrito sódico;alto;Agua, _nata_ 5%, cebolla 5%, bacon 5% (panceta de cerdo, agua, sal, azúcar, estabilizador (E451i), antioxidante (E316), conservador (E250), aroma de humo natural, especias), aceite de oliva 3%, almidón modificado de maíz, sal, estabilizantes (E472e, E415), aromas, pimienta blanca 0.1%.
8414807557742;Sacarina;Consum;not-applicable;4;E952;Ciclamato;alto;Dextrosa, edulcorantes (ciclamato sódico 8% (E952), sacarina sódica 1% (E954)).
84150172;Wieners classic;Oscar Mayer;d;4;E250;Nitrito sódico;alto;Pollo (58%), cerdo(24%). Carne separada mecánicamente de pollo, grasa de cerdo, agua, sal, antioxidantes (E-325, E-316), dextrosa, estabilizantes (E451, E466), aromas y especias, aroma de humo, conservador (E250).
8416400610992;Menta;Trident;not-applicable;4;E171|E321;Dióxido de titanio|BHT (Butilhidroxitolueno);alto|alto;Edulcorantes (sorbitol, isomaltosa, jarabe de maltitol, maltitol, aspartamo, acesulfamo K), goma base, agente de carga (E170), aromas, humectante (E422), espesante (E414), emulgentes (E472a, lecitina de girasol), colorantes (E171, E133), agente de recubrimiento (E903), antioxidante (E321).
8416400611012;;Trident;not-applicable;4;E171|E321;Dióxido de titanio|BHT (Butilhidroxitolueno);alto|alto;Edulcorantes (sorbitol, isomaltosa, jarabe de maltitol, maltitol, aspartamo, acesulfamo K), goma base, acidulantes (E296, E330, E334), aromas, humectante (E422), espesante (E414), emulgente (lecitina de girasol), colorantes (E171, E163), agente de recubrimiento (E903), antioxidante (E321),
84164155;Trident sabor menta;Trident;not-applicable;4;E321;BHT (Butilhidroxitolueno);alto;Edulcorantes (sorbitol, maltitoles, xilitol, acesulfamo K, aspartamo), goma base, humectantes (E422, E1518), aromas, emulgentes (lecitina de girasol, E472a), antioxidante (E321).
84164162;Trident fresa;Trident;not-applicable;4;E321;BHT (Butilhidroxitolueno);alto;Edulcorantes (sorbitol, maltitol, xilitol, aspartamo, acesulfamo K), goma base, humectante (E422), emulgentes (lecitina de girasol, E472a), aroma, grasa de palmiste, acidulante (E330), antioxidante (E321).
84164445;Sabor a menta;Trident;not-applicable;4;E171|E321;Dióxido de titanio|BHT (Butilhidroxitolueno);alto|alto;Edulcorantes (sorbitol, isomaltosa, jarabe de maltitol, maltitol, aspartamo, acesulfamo K), goma base, agente de carga (E170), aromas, humectante (E422), espesante (E414), emulgentes (E472a, lecitina de girasol),  colorantes (E171, E133), agente de recubrimiento (E903), antioxidante (E321).
84164872;;Trident;not-applicable;4;E171|E321;Dióxido de titanio|BHT (Butilhidroxitolueno);alto|alto;edulcorantes (sorbitol, isomalte, xarope de maltitol, maltitol, aspartame, acessulfame K), goma base, acidificantes (E296, E330, E334), aromas, humidificante (E422), espessante (E414), emulsionante (lecitina de girassol), corantes (E171, E163), agente de revestimento (E903), antioxidante (E321). 0 s
84199119;goma de mascar sabor frutos;Trident;not-applicable;4;E321;BHT (Butilhidroxitolueno);alto;sweeteners (sorbitol, maltitol, maltitol syrup, xylitol, aspartame, sucralose, acesulfame k), base gum, flavourings, acidulant (e330), moisturizers (e422, e1518), emultents (sunflower lecithin, e472a), dye (e163), antioxidant (e321),
84199126;;Trident;not-applicable;4;E321;BHT (Butilhidroxitolueno);alto;sweeteners (sorbitol, maltitol syrup, xylitol, aspartame, acesulfame k, sucralose), gum base, bulking agent (e170), flavourings, humectant (e422), antioxidant (e321), emulsifier (sunflower lecithin), colour (e141),
84199133;Senses;Trident;not-applicable;4;E321;BHT (Butilhidroxitolueno);alto;sweeteners (sorbitol, maltitol, xylitol, maltitol syrup, aspartame, acesulfame k, sucralose), base gum, aromas, moisturizer (e422), emulsifiers (sunflower lecithin, e472a), acidulants (e330, e296, e334), dyes (e160c, e141), antioxidant (e321)
84199140;Trident;Trident;not-applicable;4;E321;BHT (Butilhidroxitolueno);alto;Edulcorantes (sorbitol, maltitoles, xilitol, aspartamo, sucralosa, acesulfamo K), goma base, aromas, acidulantes (E330, E296), humectante (E422), grasa de palmiste, emulgente (lecitina de girasol), colorante (E160c), antioxidante (E321).
8420252955002;Pato al Oporto;Capdevila;e;4;E250;Nitrito sódico;alto;Fígado de porco (28%). gordura de porco, carne de porco (21%), água, fígado de pato magro (5.4%). tecido conjuntivo de porco, sal, vinho do Porto (1,4%), amido de batata. antioxidantes (E301, E326. E330), emulsificante (E472c), cebola, especiarias e aromas, xarope de glicose, dextrose, tomate. _LEIT
8420252955026;Patê de fígado de porco com pimenta verde;Capdevila;e;4;E250;Nitrito sódico;alto;fígado de porco (33%), gordura de porco, carne de porco (21%), água, toxid conjuntivo de porco, pimenta verde (3%), sal, amido batata, antioxidantes (E311 E326), emulsificante (E472c), cebola, especiarias e aromas, xarope de glicose. dextrose, tomate, LEITE em po, fibras vegetais, amido de ervilha, 
8420391511145;Jamón de cerdo ibérico 50% raza ibérica;Montesano;e;3;E252;Nitrato potásico;alto;JAMON IBERICO, SAL Y CONSERVADORES E-250 Y E252
8420878060609;Pizza familiar jamón, bacon y queso masa fina;Palacios;d;4;E250;Nitrito sódico;alto;Guarnición (producto a base de queso (agua, queso 4.8% (_leche_ pasteurizada, sal, estabilizante (E509), fermentos lácticos, cuajo), aceite de girasol, proteínas de la _leche_, antioxidante (E331iii), sal), salsa de tomate (tomate 15%, agua, aceite de girasol, sal, especias), jamón cocido extra 7.4%
8420878060623;Pizza familiar barbacoa masa fina;Palacios;d;4;E250;Nitrito sódico;alto;Guarnición (producto a base de queso (agua, queso (_leche_ pasteurizada, sal, estabilizante (E509), fermentos lácticos, cuajo), aceite de girasol, proteínas de la _leche_, antioxidante (E331iii), sal), salsa barbacoa 17% (agua, azúcar, tomate, vinagre de vino blanco, almidón modificado, sal, aromas,
8420886317245;Sugar Free Chewing Gum With Sweeteners Peppermint Flavour;Clix;not-applicable;4;E320;BHA (Butilhidroxianisol);alto;Sweeteners (E420, E967, E421, E951, E950, E955),gum base, humectant (E422), flavouring, emulsifier (E322), glazing agent (E903), antioxidant (E320). Contains aspartame (a source of phenylalanine).
8421006000870;Integral;Galletes Rossellons;d;;E320;BHA (Butilhidroxianisol);alto;Harina de trigo, harina integral de trigo (25%), aceite de _soja_ (Antioxidantes E320), aceite de oliva, sal y levadura. de En la industria se procesan frutos secos, de manera que el producto _puede contener trazas de almendra o avellana_.
8421542820789;Turrón Crema Cremada;Farga;unknown;4;E102|E124;Tartrazina|Ponceau 4R;alto|alto;Harina de almendra Marcona, azúcar, agua, Nata 35,1% M.G. y estabilizador (E-407), yema clara (azúcar, huevo, agua, Mantequilla (leche y fermentos lácticos), yema (yema de huevo de gallina, conservantes: E202), almidón de maíz, cremor tártaro, sulfato potasico), yema (yema de huevo de gallina, conse
8421691407879;Paté a la pimienta;Alipende;d;4;E250;Nitrito sódico;alto;tocino de cerdo, hígado de cerdo 24%, agua, carne de cerdo, cebolla, proteína de cerdo, sal, proteína de _soja_, lactosuero (_leche_), azúcar, pimienta 0.5%, aromas, conservador E250, antioxidante E301, potenciador del sabor E621.
8421691407893;Paté a las finas hierbas;Alipende;d;4;E250;Nitrito sódico;alto;tocino de cerdo, hígado de cerdo 24%, agua, carne de cerdo, cebolla, sal, proteína de cerdo, proteína de _soja_, aromas, azúcar, especias, pimiento verde, lactosuero (_leche_), licor de melocotón, antioxidante E301, potenciador del sabor E621, conservador E250.
8421691714847;Paté de higado de cerdo;Alipende;d;4;E250;Nitrito sódico;alto;tocino de cerdo, agua, hígado de cerdo 22.5%, harina de _trigo_, cebolla, sal, proteína animal, azúcar, aroma (aroma, colorante E160c, antioxidante E306), conservador E250.
8421691734241;Mortadela con aceitunas;Alipende, ElPozo;e;4;E250;Nitrito sódico;alto;carne de cerdo 53.3%, aceitunas 18%, agua, tocino de cerdo, almidón de maíz, sal, proteína de _soja_, proteína de la _leche_, especias, estabilizante E451, estabilizante E407, antioxidante E316, conservador E250, colorante E120.
8421691734258;Mortadela siciliana;Alipende, ElPozo;e;4;E250;Nitrito sódico;alto;carne de cerdo 56%, carne de pavo 5%, agua, fécula de patata, tocino de cerdo, sal, proteína de _soja_, proteína de la _leche_, especias, estabilizante E451, azúcar, potenciador del sabor E621, antioxidante E316, conservador E250, colorante E120.
8421691751538;Tiras de bacon ahumado;Alipende;e;4;E250;Nitrito sódico;alto;panceta de cerdo 90.4%, agua, antioxidantes (E325, E316), sal, estabilizante (E451), conservadores (E243, E250), aroma de carne.
8421691824553;Chorizo Pamplona Extra + Salchichon Extra;Alipende;e;4;E250|E252;Nitrito sódico|Nitrato potásico;alto|alto;CHORIZO DE PAMPLONA EXTRA: carne de cerdo, tocino de cerdo, sal, pimentón dulce, azúcar, ajo, dextrosa, estabilizante E451i, estabilizante E450i, antioxidante E301, antioxidante extracto de romero, especias, conservador E250, conservador E252, colorante E120. Tratamiento en superficie: conservador E
8421764165477;Caña de lomo embuchado;carchelejo;e;4;E252;Nitrato potásico;alto;Cinta de iomo, sal, pimentón, dextrosa, LACTOSA, LECHE en polvo, aromas, potenciador del sabor (E-621), ajo, PROTEÍNA LÁCTEA, antioxidante (E-301), especias, conservantes (E-250, E252).
8421853040128;Rosa de Gominola;;unknown;4;E129;Rojo Allura AC;alto;Agua, azúcar, jarabe de glucosa, pectina, gelatina, acidulante: ácido cítrico e330, antioxidante E331iii, aroma y colorante: E129
8421865070120;Turrón de yema tostada;Berdún;e;4;E110;Amarillo Ocaso FCF;alto;Azúcar, ALMENDRAS, yemas De HUEVOS (10% ), agua y colorantes E-102 y E110.
8421991279176;Figuras tropicales;Tamarindo;e;4;E102|E110|E122;Tartrazina|Amarillo Ocaso FCF|Azorrubina, Carmoisina;alto|alto|alto;Azúcar, jarabe de glucosa, agua, gelatina, acidulante: E330, aromas, colorantes: E102, E110, E122, E133.
8422053110154;alvarez;Alvarez;e;4;E252|E250;Nitrato potásico|Nitrito sódico;alto|alto;Chorizo Asturiano Ahumado: Carne de cerdo, especias, sal, dextrosa, conservador E252, envoltura tripa natural de cerdo. Morcilla Asturiana Ahumada: Tocino de cerdo, sangre de cerdo, cebolla, sal, especias, fécula y proteínas vegetales, envoltura tripa natural de cerdo.  Panceta Curada: Panceta de ce
8422090800513;Hueva de bacalao;Ricardo Fuentes Salazones;e;4;E124;Ponceau 4R;alto;Hueva de bacalao (Gadus morhua), E124, sal marina
8422410428212;Preparat per llenties;Bonpreu;e;4;E252|E250;Nitrato potásico|Nitrito sódico;alto|alto;Botifarró ceba (greix i carn porc, ceba, sang porc, sal, extrudit blat moro, espécies, farina arros, col. làgen pore, antioxidant E301, aromes naturals, tripa natural porc), xorig orejat (greix i carn porc, sal, pebre vermell, fibra pesol, espécies, maltodextrina, dextrosa, aromes, conservador E252,
8422598050144;Raza duroc;La Hoguera;e;4;E252|E250;Nitrato potásico|Nitrito sódico;alto|alto;carne de cerdo, sal, jerez, _lactosa_, dextrina, azúcar, especias, antioxidante E301, antioxidante E316, antioxidante E331, potenciador del sabor E621, conservador E252, conservador E250,  colorante E120.
8422673100009;Limon Raspadura Base ja64;Arconsa;unknown;4;E102;Tartrazina;alto;Sirop de glucose et de fructose - sirop de glucose , sucre, eau - zeste de citron écrasé 0,6% - stabilisateur: E414 - acidifiant: E330, aromes,-conservateur: E202 - colorant: E102 - antioxidant: E300.
8422823230075;Chips barbecue;Coviran;e;3;E320;BHA (Butilhidroxianisol);alto;producto aperitivos fritos sabor barbacoa ingredientes, copos de patata desidratada, oleína de palma (contiene antioxidante: E320) almidón de tapioca, aroma de barbacoa (contiene soja), sal, azúcar,especias, potenciador del sable glutamato monosodico
8423467008082;Azulitos;Sugar Magic;unknown;4;E171;Dióxido de titanio;alto;28087849558 u e acadel ele with flavors and sugar diente: zamar (50%), glucose from corn (48%), ingredie acidifiants ant: citric acid e330 (1%), dyes: e120-carmine, riboflavin, e131 blue patent v, natural flavors e10100 lemon, strawberry, cherries, baking soda, e caramel-sentamoniac e171-artificial 
8424058015335;Sandwich salami y queso;Ñaming;d;4;E252;Nitrato potásico;alto;Pan de molde (55%): harina de trigo, aqua, levadura, aceite vegetal (girasol), azúcar, sal, gluten de trigo, conservadores (E-282, E200, E-202), almidón de maíz, harina de soja, agente de tratamiento de la harina (E-300). Salami (24%): carne de cerdo (115g por cada 100g de producto), grasa de cerdo,
8424058020599;Pollo mostaza y miel;family Club;unknown;4;E250;Nitrito sódico;alto;SÁNDWICH CON PECHUGA DE POLLO COCIDA, PREPARADO LÁCTEO Y SALSA DE MOSTAZA-MIEL - : Pan de molde de TRIGO Con tomate deshidratado (28) (4580): harina de TRIGO, aqua,levadira, torate desidratado (28), acete de giasod, aúca, GLUTEN DE TRIGO, SA, Conservadores (EZ82, E-200, E 202), vinagre de vin, emulg
8424440001380;Pa de fetge;Obach;d;3;E250;Nitrito sódico;alto;Papada de porc, fetge de porc, ou, sal, vi (conté sulfits), pebre, julivert, conservadors (E250, E262i)
8424863008805;Fuet extra;Caula;e;4;E250;Nitrito sódico;alto;viande et graisse de porc, _lait_ en poudre, sel, dextrine, épices, vin (contient _sulfites_), antioxydant (E301), conservateur (E250), colorant (E120), intestin naturel de porc
8425011800067;Sandwich de pollo y ensalada;Ya!;d;4;E250;Nitrito sódico;alto;A05 01/02/26 Ya PESO NETO: 1500 SANDWICH DE ENSALADA Y PECHUGA DE POLLO-SALAD AND CHICKEN BREAST SANDWICH INGREDIENTES: PAN DE MOLDE BLANCO (harina de trigo, agua, levadura, aceite vegetal (girasol), azúcar sal, gluten de trigo, conservadores (E282, E200, E202), almidón de maíz, harina de soja, agen
8425011800111;Pollo bacon;Vital Sandwiches;d;4;E250;Nitrito sódico;alto;PAN DE MOLDE BLANCO (harina de trigo, agua, levadura, aceite vegetal (girasol), azúcar, sal, gluten de trigo, conservadores [E282, E200, E202], almidón de maíz, harina de soja, agente de tratamiento de la harina [E300]),  FIAMBRE DE POLLO 20% (carne de pollo, agua, carne separada mecánicamente de po
8425123026539;Jamon Duroc;;unknown;;E250|E252;Nitrito sódico|Nitrato potásico;alto|alto;Jamón de cerdo cruzado Duroc, sal común, azúcares, corrector de la acidez (E331iii), conservadores (E250 y E252) y antioxidante (E301)
8425252000981;Black Max;Max Protein;e;4;E102|E110|E122;Tartrazina|Amarillo Ocaso FCF|Azorrubina, Carmoisina;alto|alto|alto;Harina de trigo, grasas vegetales no hidrogenadas (palma,coco, girasol), edulcorante (lactitol), agente de carga (polidextrosa), concentrado de proteina de soja 10%, relleno de crema blanca 10%(aceite vegetal (girasol), almidón, grasa vegetal (palmiste), azúcar, emulgente (E322),pasta de almendras y
8425408015357;Maíz;Ke by Kelia;d;4;E320;BHA (Butilhidroxianisol);alto;Maïs, Graisse végétale (Palme), Sel, Arôme, Exhausteurs de goût : E627, E631, Colorant : E160c, Épices, Exhausteur de goût : E621, Antioxydant : E320.
8425545174016;Lomo embuchado;Boadas;d;4;E252|E250;Nitrato potásico|Nitrito sódico;alto|alto;lomo de cerdo, sal, pimentón, ajo, dextrosa, conservadores (E252, E250), antioxidante (E301).
8425596005109;Camperos;Degrana;e;4;E171;Dióxido de titanio;alto;fructosa, agua, cacao en polvo desgrasado 7,8%, almidon modificado, margarina (palma, coco, girasol), pasta de AVELLANA tostada, acidulante E270, conservador E202, sal, colorante E171 y aromas.
8426218002278;Roscón nata crema;;d;4;E171|E127|E320;Dióxido de titanio|Eritrosina|BHA (Butilhidroxianisol);alto|alto|alto;Relleno 37% (preparedo vegetal (grase y eneite vegetal hldrogenado palmlete (green grAnOk estabilian LECHE, mulslenntes (E420, E463), proteins (E4720 lecitina de SOJA, EA aolor rite(E160a) Cremaimidones (E100)) cr 0OCmldones modificados, aimidon de maiz, LECHE entere polvo, conservante (E202), stabl
8426262005447;Lacón en tapas;MRM;d;4;E250;Nitrito sódico;alto;jamón de cerdo 93%, agua, sal, azúcares, fermento, extracto de especias, estabilizante (E451, E450, E452), antioxidante (E301), aroma de humo, conservador (E250).
8426572012005;Saucisson avec noisette-grains du tournesol;Keesbo;e;4;E250|E252;Nitrito sódico|Nitrato potásico;alto|alto;Viande de porc, graisse de porc, LACTOSE, graines de tournesol NOISETTES (coate 100 g de produit final). LAIT EN POUDRE, sel, antioxydants (E301), dextrosa, épices, stabilisation (E451), ail, ama, conter leurs (E250, E252), colorant naturel (E120)
8426572023001;Espetec Catalan;Keesbo;e;4;E250;Nitrito sódico;alto;ESPTEC CATALAN ceants: Viande de porc, graisse de porc, sel, LACTOSE. LES PROTEINES DU LAIT. antioxydants (E326. E301. E331). sucte. Gextrine, épices, dextrosa, conservateurs (E250, C252). colorant naturel (E120) Boyau naturel de porc. Peut contenur des traces de FRUITS SECS,SULFITES vaieur nuuinve 
8426572954022;Baiona séché 1/2;Montagnel;e;4;E252|E250;Nitrato potásico|Nitrito sódico;alto|alto;Carne de cerdo, sal, antioxidante (E326, E301), dextrosa, conservante (E252, E250).Tripa natural de cerdo.
8427170990238;Salami extra;;e;4;E250|E252;Nitrito sódico|Nitrato potásico;alto|alto;Ingredients: Carn i greix de porc, proteina de porc, lactosa, sal, dextrina de patata, farina d'arròs, extracte de remolatxa, aromes, acidulante (E331), conservadors (E250, E252), estabilitzants (E451, E450), antioxidant (E301), espècies, colorants (E160c, E120), aroma de fum, oli refinat de gira-so
8427654140074;Callos con garbanzos;O.Villa;unknown;4;E124|E252;Ponceau 4R|Nitrato potásico;alto|alto;Callos 65%, garbanzos 20%, morros t patas de vacuno, gelatina, manos de cerdo, lomo, jamon, chorizo(magre de cerdo, tocino, dextrina, azucar, proteina de soja, E451, E124, aceite de oliva, pimenton, sal, ajo, E252, E202, E407,E621.
8428074732016;Valldan Secallona del Berguedà;Valldan;e;4;E250|E252;Nitrito sódico|Nitrato potásico;alto|alto;Carne magra y grasa de cerdo, lactosa, sal, maltodextrina de maíz, leche en polvo, correctores de acidez (E327, E262), proteína de cerdo, dextrosa, pimienta, potenciador del sabor (E621), antioxidante (E301), conservadores (E250, E252), colorante (E120), aromas naturales y tripa natural de cerdo. Pu
8428117000348;Harry gommi;;unknown;4;E102|E110|E129|E171;Tartrazina|Amarillo Ocaso FCF|Rojo Allura AC|Dióxido de titanio;alto|alto|alto|alto;Azucar, jarabe de glucosa, agua,dextrosa , gelatina, acidulantes E330, E270. corrector de acidad E325. Gelificante:Pectina, Aromas, Colorantes E102, E110, E129, E113, E150d,E171, E110, E 102, E 129,
8428204006208;Lomo;España e Hijos;e;3;E252|E250;Nitrato potásico|Nitrito sódico;alto|alto;lomo de cerdo, sal, azúcar, pimentón, especias, antioxidante E301, conservador E252, conservador E250, corrector de acidez E331ii.
8428764825516;Rollitos de Vegetales;Fanya;unknown;4;E250;Nitrito sódico;alto;Relleno (65%) : Repollo, zanahoria, cebolla, jamón cocido extra (10%) [jamon de cerdo, agua, sal, dextrasa, estabilizantes E451i, E407, E410, E420], aromas, especias. antioxidante E316, conservador E250, potenciador del sabor E621, vinagre y especias. Oblea (35%): Harina de TRIGO. agua, harina de ar
8429513001618;Sobrasada campohermoso;campohermoso;e;4;E321;BHT (Butilhidroxitolueno);alto;Tocino de Cerdo, antioxidantes (E-320 y E321), pimentón, sal, azúcares (dextrosa, azücar), especias, conservador (E-262), antioxidantes (E-331 y E-301), aroma y oleorresina de pimentón.
8431562060072;Fabada;Cascajares;c;4;E252|E250;Nitrato potásico|Nitrito sódico;alto|alto;Alubia judión 59,3% (alubias judiones, aqua, sal, secuestrante: E385 y conservador: E223 SULFITOS), caldo (agua, cebolla frita (cebolla, aceite de oliva, sal y corrector de acidez E330), aceite de oliva virgen extra, estabilizante (almidón modificado, maltodextrina, espesantes: E412 y E415), caldo d
8431876097306;Croquetas Jamon;Carrefour;c;4;E252|E250;Nitrato potásico|Nitrito sódico;alto|alto;Agua, Harina De Trigo, Jamón (12%) [Carne De Cerdo, Sal, Conservadores (Nitrito Sódico, Nitrato Potasico E252, E250), Antioxidante (Ascorbato Sódicoe301)], Almidón (Contiene Trigo) Aceite De Girasol (4%), Suero Lacteo Dulce En Polvo, Cebolla, Sal, Fibra De Trigo, Espesante (Goma Guar E412), Colorant
8431876272512;Panceta deshuesada;DNT, De nuestra tierra;e;4;E250|E252;Nitrito sódico|Nitrato potásico;alto|alto;Panceta De Cerdo (95,55%), Sal (4%), Azúcar, Dextrosa , Conservadores E250, E252 (0,45%)
8431876274516;Ginebra pink;Old thames;not-applicable;4;E129;Rojo Allura AC;alto;Alcohol 96% vol rectificado de cereales, Agua tratada, jarabe de azúcar, aroma, aroma natural, colorante E129 y corrector de acidez E500.
8431876280135;Ginebra citrus;Old thames;unknown;4;E110|E129;Amarillo Ocaso FCF|Rojo Allura AC;alto|alto;Agua tratada, alcohol 96% vol rectificado de cereales, jarabe de azúcar, aroma natural de cítrricos, aroma natural, extracto de ginebra "premium", aroma natural de naranja, colorante E110 y colorante E129.
8431876292497;Hamburguesa jamón y cebolla;Carrefour;c;4;E252|E250;Nitrato potásico|Nitrito sódico;alto|alto;Carne de cerdo (35%), carne de vacuno (34%), cebolla caramelizada (10%) (cebolla (89%), azúcar (11%)), agua, jamón (7,5%) (jamón de cerdo blanco, sal, estabilizante (E326), especias, conservadores (E252, E250), antixidante (E301)), harina de arroz, fibras vegetales, fécula de patata, sal, cebolla, e
8432286007060;Sin alcohol;Yemavin;d;4;E122|E952;Azorrubina, Carmoisina|Ciclamato;alto|alto;Agua, azúcares, acidulantes (ácido cítrico, E296), colorantes (E122, E150d), zumo de manzana a partir de concentrado 1.4%, extracto de uva, conservantes (E202, E211), edulcorantes (E952, E954), aroma de manzana.
8433329104470;Refresco de naranja;El Corte Inglés;c;4;E952;Ciclamato;alto;Agua carbonatada, zumo de naranja a partir de concentrado (5%), acidulante (E330), extracto de naranja, aromas naturales de naranja, aromas naturales, corrector de acidez (E331), edulcorantes (E952, E950, E951), conservador (E202), antioxidante (E300), estabilizantes (E414, E445, E410), colorante (E
8433329144926;Jamón cocido;El Corte Inglés;d;4;E250;Nitrito sódico;alto;Jamón de cerdo (85%), agua, antioxidantes (E325, E316), estabilizantes (E451i, E450i, INCOMPLETO ----), sal,  agua, dextrosa, azúcar, cloruro potásico, maltodextrina, conservador (E250) y especias.
8434018033439;Mix Gominolas;;e;4;E171;Dióxido de titanio;alto;jarabe de glucosa, azúcar almidón de malz gelatine, acidulante (E330), aceite de palma y coco, agente de recubrimiento (E903), aromas corrector de la acidez (E331) y colorantes (E100, E120, E133, E171)
8435037510222;Paleta de cebo iberica;Altanza;e;3;E250;Nitrito sódico;alto;Paleta de cerdo ibérico, sal, azúcar, corrector de la acidez (E331), conservadores (E 252, E250), antioxidantes (E 301).
8435037510291;Jamón de bellota 100% ibérico loncheado a mano;Altanza;unknown;;E252|E250;Nitrato potásico|Nitrito sódico;alto|alto;Jamón de cerdo, sal, azúcar, conector de acidez (E331), conservadores (E252, E250), antioxidante (E301)
8435037551706;Surtido Serrano;Cerezo;e;4;E250;Nitrito sódico;alto;Jamón Serrano Gran Reserva (50g): Jamón de cerdo, sal, azúcar, corrector de la acidez (E 331), conservadores (E 252, E 250), antioxidante (E 301). Chorizo serrano (50g): Paleta y recorte de cerdo, Sal lactato sódico (E-325), pimentón, dextrina, azúcar, dextrosa, proteina de SOJA. estabilizador (E-45
